Pantone,L*,a*,b*,DC21-001 Extender,DC21-101 Bright Red,DC21-102 Rubine,DC21-114 Rhodamine,DC21-201 Orange,DC21-304 Yellow,DC21-402 Green,DC21-501 Process Blue,DC21-604 Violet,DC21-802 Black
PANTONE 7497 C,48.42,0.4,14.33,72.76,0,0,0,0,7.37,0.16,0,0,19.71
PANTONE 7498 C,39.88,-7.83,22.6,8.63,0,0,0,0,53.48,18.18,0,19.71,0
PANTONE 7499 C,91.46,-0.55,22.56,96.15,0,0,0,0.78,3.07,0,0,0,0
PANTONE 7500 C,84.54,1.54,19.04,94.84,0,0,0,1.15,2.82,0,0,0,1.19
PANTONE 7501 C,81.35,2.7,20.52,93.26,0,0,0,1.7,3.26,0,0,0,1.78
PANTONE 7502 C,76.11,4.14,24.76,89.39,0,0,0,2.79,4.86,0,0,0,2.96
PANTONE 7503 C,64.08,2.1,25.24,70.56,0,4.78,0,0,21.24,0,3.42,0,0
PANTONE 7504 C,53.3,9.26,17.07,72.42,0,3.69,0,0,12.63,0,0,0,11.26
PANTONE 7505 C,44.26,11.51,22.62,63.99,0,0,0,16.18,0.2,0,0,0,19.63
PANTONE 7506 C,88.91,4.31,18.72,95.27,1.42,0,0,0,3.31,0,0,0,0
PANTONE 7507 C,87.59,10.49,30.11,93.38,0,0,0,3.99,2.63,0,0,0,0
PANTONE 7508 C,77.65,10.88,32.72,87.72,0,0,0,6.01,4.49,0,0,0,1.78
PANTONE 7509 C,71.3,14.46,40.36,79.47,0,0,0,10.17,7.34,0,0,0,3.02
PANTONE 7510 C,62.65,19.7,47.43,66.25,0,0,0,19.27,9.22,0,0,0,5.26
PANTONE 7511 C,56.63,21.97,50.54,55.62,0,0,0,27.06,9.81,0,0,0,7.51
PANTONE 7512 C,49.41,24.5,50,45.7,0,0,0,41.02,2.29,0,0,0,10.99
PANTONE 7513 C,78.42,14.75,10.76,90.99,0,0,3.41,4.2,0,1.4,0,0,0
PANTONE 7514 C,71.23,17.46,20.39,88.24,2.34,0,0,6.62,0,0,0,0,2.8
PANTONE 7515 C,63.45,20.62,26.33,80.99,0,1.19,0,13.06,0,0,0,0,4.76
PANTONE 7516 C,44.17,26.95,36.11,49.69,0,3.26,0,33.96,0,0,0,0,13.09
PANTONE 7517 C,37.15,27.68,34.74,26.8,0,0,13.54,41,0,0,0,0,18.66
PANTONE 7518 C,36.84,12.86,8.8,62.75,0,4.03,0,7.3,0,0,0,0,25.92
PANTONE 7519 C,33.73,7.03,10.96,46.11,0,0,0,0,17.8,0,0,9.7,26.39
PANTONE 7520 C,81.07,15.92,10.2,93.03,0,0,2.86,3.39,0,0.72,0,0,0
PANTONE 7521 C,67.65,13.58,15.99,80.97,0,5.06,0,0,12.29,0,1.68,0,0
PANTONE 7522 C,53.33,31.08,23.89,43.48,0,0,16.34,0,30.64,0,0,9.54,0
PANTONE 7523 C,49.09,33.27,17.01,53.11,30.14,0,0,9.23,0,7.52,0,0,0
PANTONE 7524 C,45.41,34.8,21.48,51.89,0,12.54,0,27.15,0,8.42,0,0,0
PANTONE 7525 C,49.66,20.19,20.73,50.93,0,13.03,0,0,31.25,0,4.79,0,0
PANTONE 7526 C,36.02,34.12,35.33,2.12,42.25,0,0,40.44,0,15.19,0,0,0
PANTONE 7527 C,84.43,0.92,3.3,96.81,0.72,0,0,1.51,0,0,0.96,0,0
PANTONE 7528 C,76.15,3.56,4.77,90.76,3.98,0,0,1.8,0,3.46,0,0,0
PANTONE 7529 C,70.2,4.12,6.36,88.19,3.17,0,0,5.38,0,0,3.26,0,0
PANTONE 7530 C,62.37,4.75,8.42,88.36,0,0,0,2.46,0,0,0,0.19,8.99
PANTONE 7531 C,45.5,5.76,11.76,73.32,0,0,0,5.42,0.06,0,0,0,21.2
PANTONE 7532 C,35.79,6.34,13.19,59.9,0,0,0,8.07,0.31,0,0,0,31.72
PANTONE 7533 C,24.72,5.76,11.33,41.19,0,0,0,9.02,0,0,0,0,49.79
PANTONE 7534 C,82.12,0.9,4.18,97.32,0,0,0,0.5,0,0.2,0,0,1.98
PANTONE 7535 C,71.93,0.83,8,93.1,0,0,0,0.31,1.29,0,0,0,5.3
PANTONE 7536 C,65.78,0.8,10.18,89.28,0,0,0,0.36,2.41,0,0,0,7.95
PANTONE 7537 C,69.88,-2.51,1.93,92.48,0,0,0,1.35,0,0,1.6,0,4.57
PANTONE 7538 C,62.93,-3.13,1.84,88.14,0,0,0.68,0,0,2.77,0,0,8.41
PANTONE 7539 C,59.24,-0.74,1.05,87.54,0,0,0.65,0,0,0,1.3,0,10.51
PANTONE 7540 C,33.37,-0.27,-4.94,61.83,0,3.83,0,0,0,0,7.09,0,27.25
PANTONE 7541 C,88.93,-0.87,-6.74,99.08,0,0,0,0,0,0,0.46,0.46,0
PANTONE 7542 C,74.51,-5.41,-10.98,92.54,0,0,0,0,2.32,0,2.64,2.5,0
PANTONE 7543 C,66.74,-1.8,-10.42,89.81,0,0,3.27,0,0,0,3.05,0,3.87
PANTONE 7544 C,54.92,-2.57,-11.92,72.65,14.69,0,0,0,0,7.14,5.52,0,0
PANTONE 7545 C,34.48,-3.43,-13.52,62.08,0,5.7,0,0,0,0,12.4,0,19.82
PANTONE 7546 C,22.25,-3.19,-13.28,40.11,0,8.59,0,0,0,0,18.68,0,32.62
PANTONE 7547 C,10.98,-2.05,-9.41,4.25,0,12.66,0,0,0,0,26.97,0,56.12
PANTONE 7548 C,83.97,13.07,103.61,12.71,0,0,0,5.48,81.81,0,0,0,0
PANTONE 7549 C,79.79,19.51,93.5,31.37,0,0,0,8.96,59.28,0,0,0.39,0
PANTONE 7550 C,65.28,18.84,76.79,25.18,0,0,0,16.01,54.79,0,0,0,4.02
PANTONE 7551 C,57.4,15.51,64.05,28.16,0,0,0,16.81,47.13,0,0,0,7.9
PANTONE 7552 C,38.3,9.6,36.03,29.77,0,0,0,16.55,28.35,0,0,0,25.33
PANTONE 7553 C,31.22,6.22,24.22,32.69,0,0,0,11.13,19.19,0,0,0,36.99
PANTONE 7554 C,26.74,4.11,13.49,40.89,0,0,0,5.21,7.21,0,0,0,46.69
PANTONE 7555 C,69.1,12.46,68.61,47.97,0,0,0,9.42,39.05,0,0,0,3.56
PANTONE 7556 C,61.15,10.63,58.04,46.66,0,0,0,10.27,36.04,0,0,0,7.03
PANTONE 7557 C,54.75,7.89,49.62,44.98,0,0,0,9.29,34.58,0,0,0,11.15
PANTONE 7558 C,51,9.91,44.5,46.32,0,0,0,12.68,27.59,0,0,0,13.41
PANTONE 7559 C,47.97,11.04,39.81,47.96,0,0,0,15.04,21.37,0,0,0,15.63
PANTONE 7560 C,43.85,7.09,32.41,48.73,0,0,0,10.1,20.44,0,0,0,20.73
PANTONE 7561 C,40.12,2.58,24.29,51.21,0,0,0,3.36,18.69,0,0,0,26.74
PANTONE 7562 C,66.45,7.95,33.97,77.87,0,0,0,6.47,9.98,0,0,0,5.68
PANTONE 7563 C,68.75,16.89,60.79,59.25,0,0,0,13.06,24.41,0,0,0,3.28
PANTONE 7564 C,65.55,26.75,68.65,48.13,0,0,0,25.16,23.57,0,0,0,3.14
PANTONE 7565 C,59.92,29.45,55.96,57.93,0,0,0,35.69,1.5,0,0,0,4.88
PANTONE 7566 C,50.93,28.33,39.6,37.99,0,0,0,14.35,33.81,0,0,13.85,0
PANTONE 7567 C,41.62,21.33,29.8,14.49,39.81,0,0,0,31.66,14.04,0,0,0
PANTONE 7568 C,38.67,15.25,22.23,14.34,41.3,0,0,0,25.29,19.07,0,0,0
PANTONE 7569 C,64.56,26.95,60.24,47.85,0,0,0,15.27,31.93,0,0,4.95,0
PANTONE 7570 C,63,28.51,56.6,49.9,0,0,0,17.25,27.35,0,0,5.5,0
PANTONE 7571 C,59.87,25.56,50.81,46.37,0,0,0,12.6,33.24,0,0,7.79,0
PANTONE 7572 C,55.13,24.79,44.38,40.62,0,0,0,10.08,38.07,0,0,11.23,0
PANTONE 7573 C,50.13,24.42,42.61,22.39,29.07,0,0,0,40.75,7.79,0,0,0
PANTONE 7574 C,49.99,18.58,35.43,61.57,0,0,0,25.89,0,0,0,0,12.54
PANTONE 7575 C,43.01,13.25,29.97,16.84,33.66,0,0,0,33.64,15.86,0,0,0
PANTONE 7576 C,64.64,31.65,42.45,58.16,16.95,0,0,0,23.21,1.68,0,0,0
PANTONE 7577 C,63.6,36.88,50.43,48.25,19.2,0,0,0,31.24,1.31,0,0,0
PANTONE 7578 C,58.99,43.87,52.15,35.54,26.61,0,0,0,36.25,1.6,0,0,0
PANTONE 7579 C,55.88,52.26,51.99,51.82,0,7.08,0,39.48,0,0,0,0,1.62
PANTONE 7580 C,49.74,45.22,40.97,51.52,0,8.32,0,35.57,0,0,0,0,4.59
PANTONE 7581 C,38.94,25.45,24.2,14.66,47.07,0,0,0,23.44,14.83,0,0,0
PANTONE 7582 C,33.87,12.88,15.57,6.47,48.15,0,0,0,19.84,25.54,0,0,0
PANTONE 7583 C,54.04,39.89,46.35,31.99,0,14.27,0,0,52.4,0,1.34,0,0
PANTONE 7584 C,50.16,40.88,46.54,18.72,0,17.59,0,0,60.65,3.04,0,0,0
PANTONE 7585 C,49.57,35.05,35.49,34.45,0,16.88,0,0,44.32,4.35,0,0,0
PANTONE 7586 C,44.59,32.23,34.23,20.68,0,19.92,0,0,52.44,6.96,0,0,0
PANTONE 7587 C,41.3,30.38,30.7,15.04,0,22.32,0,0,53.48,9.16,0,0,0
PANTONE 7588 C,37.83,19.97,21.25,40.84,0,11.7,0,0,29.46,0,0,0,18
PANTONE 7589 C,32.45,8.63,11.61,39.25,0,0,0,0,22.93,0,0,13.07,24.75
PANTONE 7590 C,76.12,10.76,12.85,89,0,0.78,0,0,7.27,0,0,2.95,0
PANTONE 7591 C,59.34,26.77,28.94,61.7,0,9.88,0,0,25.62,2.8,0,0,0
PANTONE 7592 C,47.99,39.14,36.78,28.47,0,19.16,0,0,48.25,4.12,0,0,0
PANTONE 7593 C,41.5,39.67,32.31,14.45,0,25.54,0,0,53.38,6.63,0,0,0
PANTONE 7594 C,33.96,30.19,21.82,26.15,0,20.1,0,0,37.22,0,0,0,16.53
PANTONE 7595 C,31.71,21.16,17.47,32.07,0,14.82,0,0,29.41,0,0,0,23.7
PANTONE 7596 C,29.37,14.1,12.29,1.85,51.52,0,0,0,28.82,0,17.81,0,0
PANTONE 7597 C,50.68,58,49.26,41.03,0,12.75,0,45.15,0,0,1.07,0,0
PANTONE 7598 C,48.04,48.56,41.89,43.38,0,11.3,0,42.79,0,0,2.53,0,0
PANTONE 7599 C,44.44,49.14,40.45,9.9,56.86,0,0,0,28.06,5.18,0,0,0
PANTONE 7600 C,37.5,33.91,28,5.31,57.32,0,0,0,24.62,12.75,0,0,0
PANTONE 7601 C,36.26,28.29,25.91,43.39,0,7.99,0,30.45,0,0,0,0,18.17
PANTONE 7602 C,36.92,20.42,22.87,50,0,4.33,0,23.95,0,0,0,0,21.72
PANTONE 7603 C,32.41,15.85,17.07,48.2,0,4.06,0,18.4,0,0,0,0,29.34
PANTONE 7604 C,86.52,6.5,-0.8,97.8,0.51,0,0,0,0.74,0,0,0.95,0
PANTONE 7605 C,79.25,15.45,5.91,93.65,0,2.56,0,0,3.33,0.46,0,0,0
PANTONE 7606 C,67.82,27.83,13.39,82.85,0,6.52,0,0,10.01,0,0.62,0,0
PANTONE 7607 C,56.38,36.04,21.6,63.48,0,12.63,0,0,22.4,0,1.49,0,0
PANTONE 7608 C,43.8,39.93,25.75,31.76,0,23.46,0,0,38.99,5.79,0,0,0
PANTONE 7609 C,35.21,33.17,19.29,32.52,0,21.16,0,0,31.89,0,0,0,14.43
PANTONE 7610 C,29.2,25.19,12.57,32.29,0,19.11,0,0,23.97,0,0,0,24.63
PANTONE 7611 C,79.13,12.13,7.96,95.5,0,0.84,0,2.28,0,0,0,0,1.38
PANTONE 7612 C,68.38,18.43,11.85,88.05,5.39,0,0,3.19,0,0,0,0,3.37
PANTONE 7613 C,62.51,20.04,12.29,85.48,0,2.73,0,6.8,0,0,0,0,4.99
PANTONE 7614 C,56.68,14.58,9.94,80.96,6.59,0,0,3.31,0,0,0,0,9.14
PANTONE 7615 C,47,13.05,7.18,71.05,0,0,7.58,4.74,0,0,0,0,16.63
PANTONE 7616 C,36.12,14.08,4.88,59.54,0,0,0,9.63,0,0,0,9.12,21.71
PANTONE 7617 C,29.05,12.92,3.84,44.89,0,0,15.45,2.95,0,0,0,0,36.71
PANTONE 7618 C,56.9,36.07,32.44,55.18,0,12.19,0,0,31.34,0,1.29,0,0
PANTONE 7619 C,49.36,49.37,37.2,32.57,0,21.27,0,0,44.07,2.09,0,0,0
PANTONE 7620 C,43.69,56.37,36.92,15.12,0,31.37,0,0,50.98,2.53,0,0,0
PANTONE 7621 C,39.66,56.66,34.28,4.6,0,39.12,0,0,52.63,3.65,0,0,0
PANTONE 7622 C,35.33,47.36,25.41,4.32,0,39.48,0,0,48.5,7.7,0,0,0
PANTONE 7623 C,33.66,43.26,24.25,15.07,0,31.55,0,0,42.03,0,0,0,11.35
PANTONE 7624 C,32.55,37.49,20.84,20.79,0,27.18,0,0,37.4,0,0,0,14.63
PANTONE 7625 C,56.21,58.67,42.31,42.09,14.04,12.21,0,0,31.66,0,0,0,0
PANTONE 7626 C,47.29,57.77,44.16,3.47,0,0,48.21,45.48,0,2.84,0,0,0
PANTONE 7627 C,39.47,51.54,33.03,10.26,66.96,0,0,15.59,0,7.19,0,0,0
PANTONE 7628 C,37.86,48.69,29.43,9.59,68.47,0,0,13.25,0,8.69,0,0,0
PANTONE 7629 C,29.66,26.69,13.29,2.4,61.41,0,0,11.99,0,24.2,0,0,0
PANTONE 7630 C,27.77,22.8,11.08,10.7,0,0,0,44.3,0,13.94,0,31.06,0
PANTONE 7631 C,24.53,19.88,8.67,0,0,0,0,46.77,0,18,0,35.23,0
PANTONE 7632 C,82.27,6.37,-3.28,97.53,0,0,0,0.38,0,0,0,1.18,0.91
PANTONE 7633 C,70.24,14.63,-0.71,92.83,0,2.79,0,0,1.28,0,0,0,3.1
PANTONE 7634 C,55.6,41.53,-1.09,75.27,0,14.74,0,0,7.61,2.38,0,0,0
PANTONE 7635 C,47.99,61.63,8.21,57.18,0,28.3,0,0,13.29,1.23,0,0,0
PANTONE 7636 C,43.42,63.43,17.18,39.07,0,36.95,0,0,22.17,1.81,0,0,0
PANTONE 7637 C,36.05,45.22,9.14,42.7,0,29.1,0,0,18.18,0,0,0,10.02
PANTONE 7638 C,32.06,38.73,6.87,40.32,0,27.75,0,0,16.37,0,0,0,15.56
PANTONE 7639 C,50.13,17.99,0.6,78.78,0,6.74,0,0,3.2,0,0,0,11.28
PANTONE 7640 C,39.57,39.59,4.54,56.08,0,21.52,0,0,12.39,0,0,0,10.01
PANTONE 7641 C,35.25,45.03,6.03,44.6,0,29.65,0,0,14.96,0,0,0,10.79
PANTONE 7642 C,30.4,34.49,-2.15,49.87,0,24.47,0,0,5.6,0,0,0,20.06
PANTONE 7643 C,27.93,29.53,-2.3,48.41,0,22.02,0,0,4.06,0,0,0,25.51
PANTONE 7644 C,24.93,23.36,-3.52,47.88,0,18.26,0,0,0,0.3,0,0,33.56
PANTONE 7645 C,23.33,20.25,-2.67,45.15,0,15.63,0,0,0,0,0,1.39,37.83
PANTONE 7646 C,53.5,27.83,-7.02,75.77,0,12.64,0,0,8.03,0,3.56,0,0
PANTONE 7647 C,43.39,50.91,-8.28,60.09,0,28.33,0,0,6.7,4.88,0,0,0
PANTONE 7648 C,36.43,55.54,-10.81,48.37,0,40.03,0,4.58,0,7.02,0,0,0
PANTONE 7649 C,32.9,51.53,-13.27,38.2,11.35,40.3,0,0,0,10.15,0,0,0
PANTONE 7650 C,28.42,40.9,-13.49,44.58,0,36.37,0,0,0,6.65,0,0,12.4
PANTONE 7651 C,28.67,34.94,-16.38,46.03,0,32.06,0,0,0,10.44,0,0,11.47
PANTONE 7652 C,25.45,31.21,-14.5,46.04,0,18.5,0,0,0,0,0,13.56,21.9
PANTONE 7653 C,58.18,8.5,-8.08,85.33,0,4.7,0,0,0,4.17,0,0,5.8
PANTONE 7654 C,55.91,23.55,-15.45,85.77,0,8.36,0,0,0,0,1.89,0,3.98
PANTONE 7655 C,48.86,38.05,-21.7,78.73,0,16.12,0,0,0,0,2.73,0,2.42
PANTONE 7656 C,39.09,44.38,-23.6,60.78,0,29.36,0,0,0,9.36,0,0,0.5
PANTONE 7657 C,29.79,36.7,-19.37,46.35,0,33.7,0,0,0,12.4,0,0,7.55
PANTONE 7658 C,30.57,30.55,-16.23,56.31,0,14,0,0,0,0,0,12.54,17.15
PANTONE 7659 C,28.55,22.4,-11.36,54.81,0,18.36,0,0,0,0,4.44,0,22.39
PANTONE 7660 C,61.61,7.51,-12.25,89.46,0,3.63,0,0,0,0,2.6,0,4.31
PANTONE 7661 C,50.84,20.5,-20.2,81.72,0,9.97,0,0,0,0,4.01,0,4.3
PANTONE 7662 C,37.55,34.45,-27.94,63.29,0,23.31,0,3.87,0,0,9.53,0,0
PANTONE 7663 C,31,36.34,-30.54,47.13,0,34.93,0,0,0,14.45,3.49,0,0
PANTONE 7664 C,30.44,33.68,-32.61,46.98,0,33.81,0,0,0,13.97,5.24,0,0
PANTONE 7665 C,30.2,27.48,-26.79,49.57,0,25.74,0,8.73,0,0,15.96,0,0
PANTONE 7666 C,35,10.67,-11.99,64.88,0,10.14,0,0,0,0,6.42,0,18.56
PANTONE 7667 C,51.99,3,-24.4,81.56,0,6.27,0,0,0,0,8.15,0,4.02
PANTONE 7668 C,47.38,8.46,-30.4,77.27,0,9.61,0,0,0,0,10.05,0,3.07
PANTONE 7669 C,42.31,14.71,-35.96,71.71,0,13.97,0,0,0,0,12.26,0,2.06
PANTONE 7670 C,37.93,16.87,-38.69,63.01,5.27,15.67,0,0,0,0,16.05,0,0
PANTONE 7671 C,33.33,19.79,-38.7,57.28,0,21.3,0,2.96,0,0,18.46,0,0
PANTONE 7672 C,31.29,19.92,-38.71,53.47,0,22.71,0,3.66,0,0,20.16,0,0
PANTONE 7673 C,37.55,11.05,-30.78,66.11,0,14.12,0,0,0,0,13.6,0,6.17
PANTONE 7674 C,58.77,7.14,-25.38,87,0,5.69,0,0,0,0,5.67,0,1.64
PANTONE 7675 C,54.29,8.52,-27.15,83.7,0,7.17,0,0,0,0,6.95,0,2.18
PANTONE 7676 C,46.36,18.13,-32.34,76.69,0,12.75,0,0,0,0,8.74,0,1.82
PANTONE 7677 C,39.64,25.28,-33.59,67.43,0,18.77,0,2.34,0,0,11.46,0,0
PANTONE 7678 C,36.71,27.31,-36.13,61.32,0,23.48,0,0,0,6.73,8.47,0,0
PANTONE 7679 C,31.14,24.94,-37.25,51.08,8.98,22.19,0,0,0,0,17.75,0,0
PANTONE 7680 C,27.52,28.42,-37.03,36.39,0,25.9,0,0,0,23.85,0,13.86,0
PANTONE 7681 C,68.33,0.4,-24.49,91.84,0,3.01,0,0.41,0,0,4.74,0,0
PANTONE 7682 C,55.39,0.27,-33.07,83.22,0,5.95,0,0,0,0,9.8,0,1.03
PANTONE 7683 C,44.8,1.15,-40.79,71.76,0,9.85,0,0,0,0,17.12,0,1.27
PANTONE 7684 C,39.3,3.87,-42.09,64.92,0,12.77,0,0,0,0,20.36,0,1.95
PANTONE 7685 C,35.98,4.15,-43.16,55.96,6.35,12.57,0,0,0,0,25.12,0,0
PANTONE 7686 C,33.48,3.49,-43.96,50.25,7.7,13.18,0,0,0,0,28.87,0,0
PANTONE 7687 C,28.41,9.18,-46.71,23.14,0,0,2.95,0,0,38.52,0,35.39,0
PANTONE 7688 C,59.41,-12.05,-37.66,83.64,0,3.55,0,0,0.2,0,12.61,0,0
PANTONE 7689 C,54.83,-14.39,-39.43,78.26,0,4.36,0,0,0.72,0,16.66,0,0
PANTONE 7690 C,45.02,-15.38,-39.4,67.07,0,5.48,0,0,0,0,24.46,0,2.99
PANTONE 7691 C,37.37,-12.37,-41.42,55.15,0,8.4,0,0,0,0,32.09,0,4.36
PANTONE 7692 C,33.46,-8.27,-37.32,52.2,0,10.33,0,0,0,0,30.26,0,7.21
PANTONE 7693 C,28.53,-5.82,-33.89,44.98,0,12.34,0,0,0,0,31.52,0,11.16
PANTONE 7694 C,25.96,-5.21,-30.67,41.06,0,12.79,0,0,0,0,31.45,0,14.7
PANTONE 7695 C,65.8,-10.12,-19.77,88.24,0,0,3.14,0,0,0,6.22,0,2.4
PANTONE 7696 C,59.69,-13.4,-20.63,83.7,0,0,3.29,0,0,0,9.01,0,4
PANTONE 7697 C,52.87,-12.92,-22.85,72.22,11.6,0,0,0,0,3.09,13.09,0,0
PANTONE 7698 C,45.67,-10.87,-21.99,73.37,0,3.94,0,0,0,0,14.18,0,8.51
PANTONE 7699 C,39.94,-9.96,-22.25,66.58,0,5.12,0,0,0,0,16.9,0,11.4
PANTONE 7700 C,35.7,-10.34,-28.01,47.82,0,13.91,0,0,10.89,0,27.38,0,0
PANTONE 7701 C,32.83,-16.45,-28.01,50.55,0,5.74,0,0,0,0,30.44,0,13.27
PANTONE 7702 C,63.94,-21.36,-28.06,85.13,0,1.92,0,0,1.52,0,11.43,0,0
PANTONE 7703 C,58.02,-26.49,-32.5,77.87,0,2.35,0,0,2.13,0,17.65,0,0
PANTONE 7704 C,48.92,-28.78,-36.33,63.89,0,3.99,0,0,3.64,0,28.48,0,0
PANTONE 7705 C,41.39,-24.76,-34.64,52.27,0,7.42,0,0,6.42,0,33.89,0,0
PANTONE 7706 C,39.37,-22.54,-32.55,49.58,0,8.93,0,0,7.93,0,33.56,0,0
PANTONE 7707 C,36.29,-20.6,-28.17,36.72,21.56,0,0,0,0,11.45,30.27,0,0
PANTONE 7708 C,31.99,-20.22,-25.6,47.35,0,3.81,0,0,0,0,33.08,0,15.76
PANTONE 7709 C,67.18,-22.25,-17.59,88.85,0,0,0,0,0,1.12,7.44,0,2.59
PANTONE 7710 C,61.29,-34.65,-23.28,78.54,0,1.17,0,0,3.76,0,16.53,0,0
PANTONE 7711 C,53.77,-42.96,-26.55,64.87,0,1.31,0,0,5.75,0,28.07,0,0
PANTONE 7712 C,47.57,-39.14,-28.39,55.84,0,3.15,0,0,7.32,0,33.69,0,0
PANTONE 7713 C,44.37,-40.6,-22.76,53.14,0,0,0,0,5.42,0,35.52,0,5.92
PANTONE 7714 C,42.54,-38.41,-19.58,52.29,0,0,0,0,5.93,0,33.88,0,7.9
PANTONE 7715 C,35.31,-30.73,-15.65,46.46,0,0,0,0,4.97,0,32.68,0,15.89
PANTONE 7716 C,54.14,-37.82,-10.69,69.57,0,0,0,0,7.1,0,19.42,0,3.91
PANTONE 7717 C,47.37,-42.62,-10.23,56.3,0,0,0,0,10.57,0,27.77,0,5.36
PANTONE 7718 C,41.74,-42.35,-12.3,46.36,0,0,0,0,11.09,0,34.73,0,7.82
PANTONE 7719 C,38.93,-36.65,-9.79,46.15,0,0,0,0,10.75,0,31.42,0,11.68
PANTONE 7720 C,35.51,-33.04,-6.98,41.92,0,0,0,0,11.84,0,30.51,0,15.73
PANTONE 7721 C,34.21,-28.33,-10.03,45.71,0,0,0,0,7.22,0,28.5,0,18.57
PANTONE 7722 C,29.56,-23.86,-9.15,40.72,0,0,0,0,5.82,0,28.12,0,25.34
PANTONE 7723 C,61.88,-32.84,5.83,75.65,0,0,0,0,10.67,0,10.75,0,2.93
PANTONE 7724 C,53.85,-44.03,8.62,58.53,0,0,0,0,18.99,0,19.09,0,3.39
PANTONE 7725 C,47.2,-54.63,12.64,35.95,0,0,0,0,30.72,0,29.95,0,3.38
PANTONE 7726 C,42.98,-53.09,12.79,26.37,0,0,0,0,34.77,0,33.51,0,5.35
PANTONE 7727 C,39.2,-45.66,11.42,24.76,0,0,0,0,33.77,0,32.02,0,9.45
PANTONE 7728 C,36.85,-39.11,8.81,27.71,0,0,0,0,29.58,0,29.53,0,13.18
PANTONE 7729 C,31.54,-31.49,1.63,29.03,0,0,0,0,20.69,0,29.89,0,20.39
PANTONE 7730 C,55.55,-32.82,17.31,61.76,0,0,0,0,20.74,0,12.28,0,5.22
PANTONE 7731 C,49.44,-40.87,22.92,41.35,0,0,0,0,34.23,0,18.63,0,5.79
PANTONE 7732 C,43.24,-44.95,20.43,26.21,0,0,0,0,40.36,0,25.92,0,7.51
PANTONE 7733 C,40.23,-38.74,15.11,30,0,0,0,0,33.92,0,24.95,0,11.13
PANTONE 7734 C,36,-26.04,11.38,35.64,0,0,0,0,25.99,0,19.27,0,19.1
PANTONE 7735 C,33.59,-16.97,10.35,40.02,0,0,0,0,20.33,0,13.92,0,25.73
PANTONE 7736 C,33.26,-14.45,6.07,46.49,0,0,0,0,13.4,0,12.77,0,27.34
PANTONE 7737 C,61.83,-33.27,45.15,45.23,0,0,0,3.98,40.01,0,10.78,0,0
PANTONE 7738 C,58.98,-43.22,38.95,42.08,0,0,0,2.68,40.43,0,14.81,0,0
PANTONE 7739 C,56.2,-45.72,34.01,39.99,0,0,0,3.08,39.15,0,17.78,0,0
PANTONE 7740 C,52.98,-40.52,31.98,36.87,0,0,0,5.71,38.32,0,19.1,0,0
PANTONE 7741 C,50.14,-34.45,29.72,35.54,0,0,0,9.22,35.36,0,19.88,0,0
PANTONE 7742 C,45.71,-25.58,24.95,35.07,0,0,0,16.47,27.03,0,21.43,0,0
PANTONE 7743 C,40.58,-21.42,18.53,31.96,0,0,0,23.81,18.61,0,25.62,0,0
PANTONE 7744 C,74.31,-12.71,69.98,47.55,0,0,0,0,48.63,0,1.33,0,2.49
PANTONE 7745 C,68.69,-11.52,61.88,39.83,0,0,0,0,51.73,4.67,0,3.77,0
PANTONE 7746 C,62.33,-10.14,50.99,50.33,0,0,0,0,40.67,0,1.93,0,7.07
PANTONE 7747 C,56.79,-10.17,44.88,47.45,0,0,0,0,40.13,0,2.7,0,9.72
PANTONE 7748 C,51.92,-9.11,38.15,47.57,0,0,0,0,36.32,0,3.04,0,13.07
PANTONE 7749 C,47.3,-6.8,31.38,49.06,0,0,0,0,30.77,0,2.83,0,17.34
PANTONE 7750 C,42.22,-5.86,25.86,47.15,0,0,0,0,27.39,0,3.19,0,22.27
PANTONE 7751 C,74.31,-0.58,52.99,70,0,0,0,1.67,24.88,0,0,0,3.45
PANTONE 7752 C,73.03,2.79,67.11,54.07,0,0,0,3.23,39.37,0,0,0,3.33
PANTONE 7753 C,67.58,4.31,63.42,49.25,0,0,0,4.47,41.22,0,0,0,5.06
PANTONE 7754 C,57.07,3.73,49.6,47.91,0,0,0,4.89,36.65,0,0,0,10.55
PANTONE 7755 C,50.36,1.84,39.04,49.27,0,0,0,3.22,31.42,0,0,0,16.09
PANTONE 7756 C,43.49,0.54,28.19,51.06,0,0,0,0.98,24.51,0,0,0,23.45
PANTONE 7757 C,39.77,-0.06,24.42,48.86,0,0,0,0,23.13,0,0.19,0,27.82
PANTONE 7758 C,78.35,-4.7,76.53,42.82,0,0,3.22,0,51.7,2.26,0,0,0
PANTONE 7759 C,72.41,-3.62,73.84,39.64,0,0,0.13,0,56.13,0,0,0,4.1
PANTONE 7760 C,55.34,-2.04,45.68,47.72,0,0,0,0,39.29,0,0,0.06,12.93
PANTONE 7761 C,46.97,-4.59,31.37,49.98,0,0,0,0,29.65,0,1.82,0,18.55
PANTONE 7762 C,40.59,-7.59,21.79,48.13,0,0,0,0,24.18,0,4.61,0,23.08
PANTONE 7763 C,38.08,-5.2,17.03,51.36,0,0,0,0,17.75,0,3.87,0,27.02
PANTONE 7764 C,35.34,-3.96,16.56,47.9,0,0,0,0,17.6,0,3.4,0,31.1
PANTONE 7765 C,71.69,-7.43,65.13,44.04,5.17,0,0,0,45.97,4.82,0,0,0
